10000
ID NAME TEAM SCORE COMPETITIONS COST POTATOE
4968 slJvxYHoqW Alpha 2.8 195 1664 false
9961 rSYMdKVtTl Lambda 3.8 153 8617 false
7670 RESClaTryu Theta 4.0 218 809 false
223 DSGkcur Epsilon 5.5 43 7806 true
5134 cjsdiaIBm Lambda 7.9 224 2838 false
1499 ZILLgHD Alpha 8.2 176 3096 false
4245 ylJjsSRrc Beta 6.0 74 2412 false
105 Now Tau 0.2 60 1853 false
1209 xynJXBhoP Alpha 7.8 246 3755 false
1935 OLCDTSnjGp Lambda 1.7 5 9850 true
3519 sGHgymwSg Lambda 0.9 173 2950 true
6999 xYIRwqUBG Theta 1.8 143 386 false
1760 VCMrhXEskW Tau 2.6 111 5949 true
9526 VaFWFLks Delta 6.8 19 3172 true
9453 heDNBGwY Tau 9.0 34 5537 false
393 fiuQRkiGq Alpha 3.8 71 405 false
4030 fzPS Theta 9.1 249 9692 false
6828 QMo Tau 3.3 60 2815 false
8906 FEUIumWg Theta 5.8 130 169 false
9566 qinPhhz Epsilon 5.1 169 7932 true
5097 QQmK Beta 1.8 77 2841 false
23 CsSASZdcS Epsilon 3.9 7 8970 true
4420 OpHtXGeZXQ Gamma 8.0 143 9371 true
4265 lSMc Delta 8.3 245 6638 true
525 WPG Theta 0.3 54 5196 false
1514 EyWSsssR Epsilon 8.0 3 7623 true
349 DIsTLW Lambda 2.3 137 3557 false
482 nMqG Delta 0.5 54 7922 false
1635 qdHzf Beta 8.0 123 5016 true
7641 gywY Gamma 3.5 66 6186 true
6339 jYWuSUJh Epsilon 1.6 28 767 false
9267 TRZE Pi 8.0 78 8568 true
1685 hZDCGUmE Epsilon 7.5 161 5715 false
1563 cDRnkogNt Theta 6.8 162 9000 true
9268 VEHROzIpqH Gamma 7.9 228 7132 true
8778 ztzyTn Lambda 7.0 176 4350 true
6126 nqrfN Pi 0.2 242 7848 true
3899 FYvnIshsSO Alpha 8.6 5 4592 false
9371 lpbt Beta 5.8 196 6201 true
1107 ecTCoh Alpha 4.0 183 3283 true
8663 Lpujd Alpha 1.1 220 4597 false
2729 Zzd Epsilon 6.7 218 4341 true
8532 fxsYm Lambda 1.3 154 7978 true
3566 rqaqS Alpha 2.9 4 7378 false
4977 jKbMy Gamma 5.6 61 2512 true
7313 ZsljDocm Delta 0.8 78 2412 false
3663 Akpdr Theta 4.0 247 9017 false
7002 iOLnlHQ Beta 4.5 32 5155 false
2624 dOs Theta 3.3 60 2329 false
2468 SuQ Pi 3.6 82 4948 false
9385 yrUoMHaQ Beta 6.0 29 8320 true
3005 DDc Beta 10.0 201 1649 false
5674 PCsGMmak Beta 3.1 19 9841 false
2795 GBMGdUF Beta 8.3 15 6335 false
4153 yWSFJJbu Lambda 2.9 186 4226 true
5853 AhbSVOgXI Pi 8.2 233 8702 false
8325 JLltJ Epsilon 8.2 112 2322 false
1268 YrQT Beta 4.5 5 1269 false
5796 KtQp Theta 7.3 38 5184 true
2852 yDr Pi 4.4 178 9644 false
9859 whaeuXj Delta 4.4 123 1374 false
8677 VkCTXcqvJ Delta 4.7 220 2251 true
8017 zeCBWcYHUt Pi 6.3 117 3985 true
4246 vYrQN Alpha 9.1 178 9044 false
5199 JeGyT Lambda 7.4 219 721 false
1267 xUCcedTr Tau 4.3 122 6213 true
4468 STk Tau 4.4 43 8205 false
7402 UrNgmcMx Theta 1.1 146 2128 true
7496 YzqBLKTqUS Delta 1.0 247 5854 false
8684 NqPMcVN Epsilon 2.6 17 4085 false
7833 hRdWC Epsilon 2.6 100 1272 false
2417 tcqbuMZe Delta 8.2 144 5232 true
8601 cOlTz Lambda 3.7 109 8063 true
5823 MFp Gamma 9.3 168 5635 true
604 vtpVGbXnWS Delta 6.5 58 9009 true
8892 vRLpDZXIY Pi 9.4 154 6056 false
3107 SuNDLZNpq Delta 4.5 232 1160 true
986 KkaUlmwspo Pi 5.8 198 2615 true
3039 zILPqu Theta 1.9 201 9447 true
8582 yTOdyKKd Tau 7.8 92 9763 false
415 OxBDSTmAu Theta 2.5 51 9664 true
8875 FREXMGeZ Theta 2.9 101 3021 false
8940 meDYYcE Epsilon 6.0 17 1158 false
8899 PJxtj Theta 2.4 179 9740 false
5625 yRtSzOg Delta 2.1 212 2878 true
4221 eFdSWdhDa Alpha 5.1 245 6035 false
7959 qbXZIdYg Beta 9.4 149 9986 false
6426 KaHnEVCJqv Delta 9.8 3 778 true
5559 IWgE Pi 4.5 114 3740 true
2889 kWte Epsilon 3.1 33 6407 false
7172 bErRAjz Pi 8.7 9 6394 true
4274 FaaELj Gamma 1.3 147 7431 true
2810 thtSx Epsilon 3.5 176 4260 false
9894 SjUEOGL Beta 9.2 59 5782 false
9096 SMKZdb Theta 9.3 9 6998 true
4796 MWKlFqDl Gamma 8.1 23 1900 true
1659 VecYvGsi Delta 8.0 110 7838 true
638 gcnelkq Epsilon 4.9 25 6677 true
3109 rkvqes Lambda 6.7 197 4750 true
4494 kSk Beta 2.5 58 4768 true
5982 rFhDFy Epsilon 3.7 172 266 true
774 MPduqZOxs Tau 3.0 0 6114 true
8783 WWcKXwd Lambda 9.7 166 3246 true
4195 zVVgmNigN Epsilon 4.2 138 3670 true
5311 krzpzdnDB Beta 2.2 25 9130 false
1716 NrM Theta 5.5 183 5409 true
6235 UlD Tau 9.7 152 5109 false
307 uaDwiGxt Lambda 3.4 134 3572 true
6956 qZo Beta 5.2 58 6185 true
2541 cZBjHrNLKV Alpha 4.8 225 9242 false
3340 gfKdvbss Theta 10.0 51 1570 false
594 ZJOMFiRZe Epsilon 3.5 114 9333 true
6943 ZcfcfSFgO Tau 6.3 144 733 false
662 Rmp Epsilon 3.1 20 6778 false
3982 SyVN Epsilon 6.3 187 3761 true
3661 HzKmfyU Lambda 1.4 38 3429 false
5512 gXlFOSmEqz Pi 3.1 120 1951 false
4650 QIDEZ Pi 1.6 161 7464 true
8289 nGZOLtxSH Delta 9.2 67 9111 false
6871 sTpqwCq Gamma 7.6 246 3464 false
4486 Ovfqpo Lambda 3.4 184 4608 true
3816 bCUIiazD Gamma 9.0 198 9831 true
4422 qsBcyMQIO Epsilon 6.1 173 1515 true
2859 cSIZ Theta 5.5 183 7084 true
3722 uzSfC Gamma 6.7 164 6120 true
7535 olH Pi 7.4 160 9717 true
8600 vrK Delta 3.2 143 6436 true
1077 cRt Delta 0.5 55 7709 false
2614 DfwL Gamma 0.5 237 8779 true
1236 bMNzoq Alpha 1.2 52 378 false
8355 BMKYcHS Gamma 7.9 45 4848 false
9723 OHEcuuKAU Lambda 5.6 228 3941 true
2562 lrodONVOMV Epsilon 9.0 12 4339 false
1294 Fjh Lambda 0.8 80 4017 true
8526 DRA Beta 7.6 112 3701 true
9715 JlOODQo Gamma 7.2 239 1224 false
1097 ITbkuG Gamma 8.7 166 8755 true
3406 hzU Delta 0.3 94 1514 true
1464 bWoBse Alpha 1.8 19 5832 false
8500 ZDmF Alpha 7.6 158 6429 false
2944 dCmkyyQN Gamma 8.9 249 3550 false
5114 YXQrb Tau 5.2 183 9263 true
7376 EUvSdPd Delta 3.8 153 3182 false
6540 bdqWBlpe Alpha 6.5 238 2715 true
9035 tFnHq Tau 5.2 185 3158 true
732 beAwEsaeqh Gamma 2.9 67 3309 false
9791 oqEfO Alpha 1.8 18 5782 false
5228 lEJDLo Alpha 6.4 193 5101 false
3371 tBLsmMGBt Theta 6.9 172 7677 false
7451 puOU Tau 3.4 219 3721 false
9550 wNCaVqcw Pi 7.3 70 6614 false
4676 jyLaW Pi 6.3 191 4678 false
7819 hKvDIzMOd Pi 6.8 92 3892 true
6769 JmzSWRRA Tau 5.1 198 3493 false
8071 vdh Beta 5.8 181 9912 false
3173 LDCHQ Alpha 4.8 128 5256 true
8145 YLnre Lambda 8.9 128 4147 false
4966 LJNBSx Beta 3.2 241 4370 true
7386 FxkcT Pi 3.7 113 5998 false
4162 tMDq Tau 9.3 183 7199 false
689 TcOiTmI Beta 8.5 67 387 false
6484 SLOye Epsilon 3.5 156 4525 false
8177 TjQQPxW Gamma 6.8 198 8623 false
2552 KcjccrCsQi Lambda 0.7 217 4477 true
7161 kVDbcA Epsilon 9.8 168 1241 true
1430 YxmKn Epsilon 6.7 142 1467 false
1783 udlqPcQy Tau 9.9 55 3398 false
828 uRaV Pi 6.0 77 9411 false
5213 mIzGm Delta 1.0 56 1300 false
4910 UnoAdBRMSW Beta 8.4 93 8524 true
3468 WWhCyY Lambda 7.9 56 9475 true
4537 OASJRxWRFO Gamma 6.1 48 9678 false
7772 HtqTdvBjJ Gamma 5.6 165 698 false
3251 REnpGpGHOj Epsilon 4.6 146 9942 false
9800 VpdWbuhrk Pi 0.8 216 4346 false
8973 ZTuFAWCRKq Beta 4.7 63 6673 true
4251 JHtjB Alpha 8.8 174 7187 false
7834 VxAnf Tau 6.7 39 4030 false
8497 DJGDQf Theta 1.3 38 9989 true
7196 AAk Pi 1.4 15 1438 true
8667 lZF Lambda 7.1 242 1743 true
3436 vBBEGFB Epsilon 5.0 53 5404 true
4119 WLxfEiRb Epsilon 6.2 196 4875 false
2692 aqfQeHwi Alpha 2.1 249 6755 false
73 oAG Pi 5.8 157 9084 true
4217 YwzyTBmMK Theta 7.8 220 8049 true
9389 pofBce Epsilon 2.3 218 6145 false
8540 tNLuJKYx Gamma 2.5 89 2959 false
6659 CXiAlcCG Beta 8.0 71 9651 false
9030 yse Pi 4.8 46 4184 true
1622 JvINPdvyH Gamma 8.3 9 6090 true
4035 nBITV Pi 9.3 26 5766 true
3905 sxzf Epsilon 1.5 40 478 true
7977 sUQcvznhv Gamma 6.6 150 7533 true
8429 yLw Lambda 2.6 12 4827 false
6929 nyJjcgBE Epsilon 4.6 156 56 true
1456 lxUGVDP Gamma 4.8 204 3384 true
9551 nUS Alpha 2.2 236 91 false
9202 Jsf Pi 5.4 47 1031 false
2254 Nfhu Tau 7.4 53 5323 true
8014 HHVLpHybIR Delta 9.7 108 5788 true
9673 XdWQzjSa Gamma 4.3 57 4851 true
1020 NSS Beta 8.5 86 3403 true
7223 EjXKVwA Gamma 5.1 107 575 true
9576 LsaBZbbA Alpha 8.9 62 6075 false
9198 qjDeI Lambda 1.0 64 9516 true
1695 rkU Pi 6.0 103 347 true
6679 sJP Theta 1.5 65 5450 true
7407 JTjEqZPu Epsilon 9.6 41 844 true
4259 tdR Theta 4.2 152 3717 false
9241 ayd Epsilon 7.5 219 9129 false
9798 pnuK Alpha 8.0 166 2223 false
7865 dtZ Tau 0.9 46 5210 false
3694 IxkwfCF Delta 6.9 35 2228 true
2357 IDWcuFkbL Pi 1.0 225 1435 false
542 VDhX Beta 2.7 179 5613 true
5499 Skn Lambda 0.3 68 1817 false
6458 yRq Gamma 5.2 79 3 true
110 AvedziJBh Gamma 0.4 113 2409 false
2306 Ird Beta 3.6 5 6867 true
8267 rQYRk Epsilon 0.5 33 7082 false
6545 usG Delta 7.1 239 1774 true
1775 wraunla Alpha 10.0 128 7067 false
4863 WeetUA Lambda 3.2 74 3796 true
3890 HragTFt Gamma 2.0 35 793 false
6967 xHIbaULijW Theta 1.0 150 4329 true
9373 MqXwmmZ Tau 1.9 59 3753 true
4998 DieCGLbuW Pi 0.7 10 9145 true
4720 NsmqCeiTwe Gamma 6.2 157 4202 false
2203 gWsxXVWJQ Lambda 8.4 195 8990 false
2325 HZWLjJR Tau 9.0 27 2274 true
7800 llZoWeadY Alpha 5.4 243 7284 true
4941 DjmoKfGWLP Beta 6.1 220 3539 true
6971 zPExoDao Lambda 2.8 5 1360 false
4456 cyrWEXFNG Gamma 7.0 211 4428 true
1948 JAKLdU Beta 3.7 96 7330 true
5328 ODltf Gamma 0.7 1 3833 true
3394 jiT Pi 1.3 75 7607 false
3550 MJSm Lambda 2.8 163 5397 false
1508 kjlOWZWOOC Alpha 8.3 46 9028 false
5225 jFwomx Delta 5.5 160 2994 true
9695 dllzWlQ Theta 4.6 50 1040 true
5905 XhaUv Epsilon 5.2 141 851 true
3201 mNgGQHjbXa Tau 4.2 16 8220 false
74 xxOiTo Lambda 1.2 32 2358 false
4453 KYskbnMMCY Beta 3.0 113 9289 true
8310 cXgv Delta 2.7 148 6704 true
9117 DGIdPXqyMT Theta 8.0 116 2927 true
2131 plNn Theta 4.8 159 6207 false
8252 Zca Lambda 4.2 203 9187 false
9432 bgjtjvAFn Theta 8.0 229 4493 false
4781 ukISHE Delta 6.6 40 7115 true
4938 gOFqnSNBl Epsilon 5.5 26 8905 true
1015 xDzrt Tau 0.8 63 9302 false
9362 KVxRC Beta 2.2 179 3260 true
2108 uvVXgcgr Beta 9.3 80 588 false
8911 iHOtrbX Delta 6.8 134 6165 true
3347 IdIkap Alpha 3.7 194 7581 true
6333 xjXTsFEf Alpha 0.8 74 949 false
764 LmbXQxAl Alpha 5.2 196 4332 false
6620 XsnUXLWXA Gamma 4.3 1 3265 false
7563 zDbi Gamma 5.1 176 9765 false
633 zNjczFD Delta 6.5 8 6278 false
83 shnRQgtKU Theta 7.5 242 3490 true
3087 yJbQv Pi 2.4 74 6830 false
3258 VNKvZ Tau 1.3 67 843 true
3015 EawvUgnYvc Epsilon 5.4 99 3135 false
9191 HIkTL Pi 1.7 79 9589 false
2406 eTrrNdfVk Pi 8.4 6 6666 true
7995 seTYjCSRo Theta 8.6 171 7965 true
9884 OVwplV Delta 0.4 37 6890 false
8239 iklBwguWrp Alpha 4.4 65 1780 true
4163 kEX Beta 2.6 13 6291 false
8664 GXUsGA Pi 9.7 197 6944 true
281 NnoCbtKuc Delta 8.9 130 7790 true
4471 wPG Theta 9.5 89 7427 false
1324 exrX Alpha 2.4 152 4835 true
4939 gDA Lambda 8.7 123 5392 true
3843 MEsu Theta 0.4 206 9725 true
1713 XLpf Delta 1.0 73 4638 false
5298 hmNTN Gamma 0.5 244 6752 true
3400 gqtaiR Gamma 4.9 46 9594 true
6027 aChWEZQ Lambda 9.5 79 1204 true
3247 MTiXh Lambda 9.0 66 9159 false
3799 uiH Lambda 3.2 153 3079 true
4072 ureHXVKEHA Delta 1.9 95 1370 false
3301 Emb Epsilon 3.5 175 5487 false
6380 AyKyLNr Pi 3.0 233 2923 true
9958 dhctJS Gamma 5.6 119 1257 false
7870 gMZAWGAR Gamma 2.9 54 9594 true
880 SVJAY Tau 7.0 83 3885 false
9305 pSdcGv Tau 3.4 248 8837 true
8068 bHYLT Theta 4.7 224 4403 false
4229 EdmsuRkwl Alpha 8.7 51 9998 false
1102 ntFsQkWFvZ Alpha 1.5 135 9644 true
2119 AQNJWKswb Theta 0.5 18 3418 false
2586 xhCjiJUJl Tau 3.9 224 6446 false
410 PajMAimH Pi 7.6 191 147 true
7019 fUu Tau 4.9 47 5162 false
6866 pkXPMsguUk Gamma 5.2 245 3746 true
2011 lFYdZd Epsilon 3.1 135 6890 true
3999 OJueevR Beta 0.1 160 4382 false
5454 KeoiIEna Lambda 4.0 83 1844 true
4117 JxnX Theta 3.4 63 5916 false
9845 TmNIxbsE Tau 2.4 205 2881 true
4240 fLUVSCZte Tau 4.5 41 7528 false
2415 xpap Epsilon 5.4 114 406 true
8127 EQjBNc Theta 1.6 193 8464 false
3322 pMUMXQjkv Alpha 0.4 250 4338 false
6240 Jpxpyot Gamma 0.5 153 7749 true
7952 CTBvLelXA Epsilon 3.0 13 7927 true
5637 XuD Delta 1.6 29 989 false
6472 hPUynLwK Pi 9.4 212 2085 true
4140 YRHczWItmz Lambda 4.0 41 1421 true
9830 pHQQTsWk Pi 9.4 43 5199 false
4927 ihjmjbymV Gamma 2.1 43 2004 true
5404 ZmElUtLYV Tau 8.9 245 8392 false
6862 FSarXDXsPp Lambda 4.4 153 4343 true
2755 EuZYa Epsilon 6.7 245 9977 false
8365 bxRLJDynK Epsilon 6.9 173 8653 false
703 tbGJCUcRI Beta 5.4 214 6819 true
1553 Juz Alpha 6.5 189 8842 true
3054 EmS Epsilon 3.1 28 201 true
7631 dQgfCXd Tau 1.4 180 1440 true
7230 SVbNMTnAo Delta 4.4 30 7484 true
4012 Bqel Beta 6.5 59 6959 true
7458 VXWlHMAMAs Gamma 5.7 83 7360 false
5520 ECz Theta 9.5 125 2853 true
564 ivfPOpOD Pi 7.0 173 7210 true
7274 IValQU Delta 9.2 147 7401 false
6748 HZLjBmwAtP Delta 1.5 197 8609 true
3440 AsFIkeM Delta 7.7 233 4324 false
9654 RuwuA Lambda 10.0 202 6884 true
595 Agyg Gamma 4.1 34 3149 true
1658 ZMvV Pi 3.3 167 742 true
7918 jlYQS Gamma 3.5 214 361 true
4168 Sdcziyqsn Theta 8.1 143 6986 false
549 tQXRfXi Alpha 3.0 24 2166 true
6626 pdlMGP Theta 8.9 109 5228 true
2698 imvaB Tau 3.5 193 2575 false
6741 DMUkIx Beta 4.4 68 3954 false
1108 UWFqS Theta 7.6 43 7791 true
1749 nSz Delta 0.3 211 6202 false
6968 EpcDQVBdFJ Alpha 3.8 10 9325 false
7994 tJjdnlLmU Alpha 1.9 172 4472 true
7713 JiPZJHa Gamma 8.2 139 5517 true
9177 aeucrGcl Lambda 2.4 240 8422 false
2327 yuSq Alpha 8.9 34 2938 false
5227 XgaVH Delta 9.9 102 6365 false
8721 xnHQTPl Beta 3.3 21 3305 true
6845 ETCTWrlN Epsilon 3.1 36 7042 false
6256 rBeF Tau 1.1 69 9626 false
7786 LOBCCmjXU Theta 7.8 240 404 true
6610 kNAybQs Tau 7.4 212 7436 true
5601 ibGEeNRG Tau 8.9 60 3732 false
7224 ZgNfbGZhI Epsilon 2.6 18 5911 true
8046 gVdPjk Tau 2.2 86 8409 false
9914 xQEArUyf Epsilon 8.5 200 5151 true
2890 BuJdQWolV Alpha 2.7 246 1122 false
2183 KROOv Tau 6.1 231 5417 false
5334 ibyAhW Tau 2.0 80 5532 true
3139 ReASYL Beta 3.6 155 674 false
4599 jmFKEffX Delta 3.8 16 173 true
3897 NELMKcngy Delta 6.9 87 3162 false
5569 EjUp Delta 0.9 92 4575 true
6706 JaMnvLoHd Gamma 0.2 120 6427 true
240 tkjkHcR Epsilon 4.8 194 2945 false
5476 uvlCbIbX Alpha 5.5 100 1899 false
2227 XGvdN Theta 9.2 219 2778 true
3324 zRfBYrGSu Alpha 4.3 179 4227 false
8881 yzRP Alpha 4.6 113 6514 true
7871 uuHk Lambda 6.2 129 6603 false
9753 PNJoi Epsilon 9.0 237 5599 true
341 ILRuJqotb Delta 6.7 244 9388 false
8542 SjzSoVq Alpha 5.7 204 3019 false
1270 xZFDryscs Alpha 9.1 232 2184 true
9367 wuL Lambda 7.4 111 8357 false
5239 pSuqf Tau 6.1 220 1401 true
6729 mnCo Delta 3.4 238 3162 false
2961 bFjK Alpha 0.2 164 6184 true
6399 OjZ Theta 6.6 18 41 false
5020 lTTNw Alpha 3.5 97 6324 true
3768 sTVP Beta 6.1 40 526 true
4404 MyqptXgr Pi 8.6 93 9931 true
5451 mcy Tau 4.8 16 902 false
5207 wKK Delta 2.0 8 2496 true
8056 lfYTfjTkUl Beta 3.0 197 1732 false
1540 BhwbdP Theta 3.2 98 5890 false
5416 OhOQ Gamma 9.9 245 2028 false
8512 chDk Delta 6.3 73 957 true
7048 dvUdrYZ Delta 8.5 38 4561 true
4524 xdus Beta 0.5 210 6846 true
5578 jLMKI Gamma 1.9 3 6242 false
2273 pjCumdgQL Pi 7.2 166 9881 false
2151 sxoSIdLc Theta 1.2 199 1292 true
6822 oVXqOnBLLj Alpha 9.6 171 6192 false
8761 TIDaVkMTZr Epsilon 9.9 94 8982 true
2245 BZjfLk Pi 0.1 205 1200 false
4960 WFEKs Gamma 4.5 211 3482 true
5799 souQl Gamma 1.2 198 244 true
4161 aSctPKB Lambda 5.2 198 9100 false
1106 goaGZZ Gamma 0.5 249 800 true
1130 jyCoYpZQEd Delta 9.6 165 4099 false
8472 Ftl Theta 9.2 161 7561 true
6897 xgfi Alpha 3.7 19 5487 true
2869 nLQwoV Epsilon 9.3 189 7004 false
277 kzfGb Epsilon 3.4 181 9586 false
635 vsxPQJ Theta 3.8 194 864 false
172 UpFgFETTU Gamma 8.3 176 570 true
4632 DUfCZPI Lambda 6.7 111 7277 false
5128 DZa Delta 7.0 222 9699 false
4474 iLbdkaEs Tau 7.7 146 2295 false
7741 mAKRmp Gamma 6.3 84 5500 false
6623 rxvQIq Tau 1.1 243 1557 false
9183 nKBQojSsE Beta 8.9 181 6696 true
9570 Sfo Pi 4.5 46 3273 false
2741 DgMaHPOZG Epsilon 1.8 107 1984 true
1814 FJZgcC Delta 1.8 43 103 true
5085 lfhrxlaY Epsilon 3.5 158 2022 false
7767 YDTtvAWdfF Theta 9.5 243 8266 false
1261 tIDTYcWH Lambda 9.3 122 1335 false
3220 HkYuaRk Theta 9.5 153 3237 true
7268 IFRAwA Lambda 7.5 111 9787 false
7245 YYsVu Theta 1.4 59 2366 false
8895 WQZZmm Delta 3.3 223 6933 true
8769 bTR Beta 9.0 8 9255 true
2816 tXVkaszFyb Tau 2.2 88 5972 true
6347 YURvaYN Theta 0.5 84 7423 false
6561 wciT Gamma 1.7 13 6546 false
7652 CSgZzhGwU Theta 8.7 56 5437 false
7374 oveHj Tau 3.8 181 5537 false
7176 MIm Pi 9.2 78 6238 true
746 kCpM Lambda 3.2 176 4521 true
1924 WuEpr Delta 2.1 5 7823 true
4368 AQKE Epsilon 3.8 75 8895 false
2854 IOGR Lambda 7.0 10 498 true
867 TdP Lambda 4.7 88 7919 false
1754 MsNl Pi 1.8 210 8954 false
3278 RCLhqPqPrZ Delta 0.6 56 3945 false
4121 cmm Theta 6.6 203 3417 false
720 roMsYUojH Theta 7.3 3 2792 false
7341 ouCNkDdyT Alpha 5.2 73 8253 true
2707 FUKB Lambda 5.8 179 4083 false
3520 pYkliRdRY Epsilon 9.7 2 2893 false
2850 nhRjtUfW Delta 3.5 152 8696 false
9043 xsb Alpha 2.6 126 8670 false
4685 PJc Epsilon 2.2 117 6292 false
9676 enYmZ Delta 4.5 115 5644 false
2929 opsFwLtYY Delta 4.0 94 6425 true
7285 hgJSl Beta 9.8 239 9679 false
5895 xZUGm Gamma 6.3 105 7629 true
1826 PnhQAt Epsilon 1.2 159 1523 true
752 wnJvfX Gamma 7.3 130 5260 true
2231 fwjKbd Beta 3.8 206 6417 true
1489 LiHuJga Beta 6.4 142 7958 true
2322 oGDdEMwPs Alpha 8.9 141 41 true
3718 xPiHd Tau 7.1 157 8677 false
5621 QHEzg Pi 3.5 41 1611 false
8205 BGuhuY Delta 8.2 154 2955 false
3938 QjHXlrXx Pi 1.7 45 4032 true
5690 bFzhsVVEn Alpha 8.7 230 4541 false
9208 ZYqhHjZES Tau 9.1 97 946 true
9380 PfJU Lambda 8.7 190 5468 true
743 QmSwFs Alpha 6.1 215 2494 false
1440 vXxmhRB Beta 2.1 89 5277 true
4357 iuje Beta 2.8 137 2229 true
9619 BVn Beta 7.4 165 2888 true
6529 XfpEhTt Epsilon 0.1 229 2412 false
454 NMCj Delta 7.8 126 3416 true
9322 JyihxVOObT Epsilon 0.6 1 3387 true
4548 XCtrDGJJDs Delta 8.8 250 6771 false
9444 HvqSpUAl Pi 8.5 125 9003 false
5435 ybJteWBmRU Epsilon 4.5 209 568 true
2424 Eaa Epsilon 4.3 179 7254 false
5198 PhaHNinEU Delta 7.5 229 7879 false
6758 vQAXfLt Beta 2.1 176 7907 true
2589 wFifp Beta 6.2 194 9482 true
4122 UxmARE Theta 7.4 107 2866 false
3121 rlv Delta 4.0 195 4865 false
9794 GqMePVkxew Delta 2.1 240 5558 false
5850 rpNR Delta 3.2 146 4001 false
9555 jJb Beta 4.1 141 6257 true
9263 DhrxJzGv Tau 2.2 250 3095 true
8817 SBszx Alpha 2.1 228 2099 false
5201 YtxIY Theta 8.1 43 6762 false
4800 VPRFAk Tau 8.2 69 7230 false
3490 PDKTJM Lambda 8.6 171 8949 true
5332 mAkn Epsilon 0.4 232 3678 true
666 mYGFZlYA Theta 3.6 187 8954 true
6477 uSmLdd Tau 2.6 77 3744 true
8316 hnK Theta 8.0 249 8481 false
9041 XBiyo Lambda 9.9 155 7366 true
2211 FjcgIzO Alpha 4.6 148 7835 true
3172 waZZw Alpha 3.4 152 5170 true
3451 ixK Delta 5.9 145 9131 false
2402 eOam Delta 5.0 167 870 false
9885 giZSOyuVDu Lambda 9.2 93 4541 false
5957 IOGMPIdvOR Epsilon 8.2 134 9106 false
5519 nGpfU Tau 1.4 19 5693 true
9024 fGL Theta 1.5 133 8154 true
3704 yDDv Tau 6.5 246 2543 false
6566 sVtBb Tau 9.6 55 5963 true
5864 nzx Epsilon 9.1 133 6446 true
9598 PlUyde Epsilon 8.8 87 6526 true
5703 JyIxualNH Epsilon 6.9 153 4599 false
4053 Hzq Theta 8.1 12 5491 true
8119 qCLvuvygp Epsilon 9.0 192 5134 true
3387 qRFkmiGVUx Theta 0.1 153 2439 true
8520 egrBuR Delta 1.4 239 8747 true
808 VLDTIu Alpha 4.7 84 126 true
6486 jDitNIAP Lambda 3.6 56 9490 false
6710 KiE Lambda 4.4 110 9558 true
9194 YmPSDClUd Tau 0.2 29 5501 false
2822 jUZz Pi 5.7 128 7721 false
2275 hVjCjnh Pi 0.5 250 594 true
1282 HaeMx Alpha 0.9 25 2244 true
7761 WAmz Lambda 5.8 173 1481 false
7279 ssuTPV Gamma 3.8 80 8126 true
5448 Xir Pi 4.9 46 1795 true
1382 cBP Pi 9.9 158 6654 false
9637 pUIRdkuyu Tau 1.3 57 9819 true
9588 wAzzhWBG Gamma 3.8 154 5719 false
9923 QDrXy Gamma 8.2 222 9699 false
7284 LFXVQI Pi 7.2 135 5431 false
8141 YApRMhoq Epsilon 2.1 240 1014 false
1148 NEqmHyzNHY Gamma 5.5 221 3414 false
485 UMy Tau 7.2 92 3754 false
7893 rSVJ Tau 3.7 218 8094 false
7409 LbbnpQili Beta 3.9 249 2138 false
8969 kdTGukG Lambda 1.6 186 9914 true
7145 nce Tau 8.8 15 773 true
7356 fEBGZyYAy Alpha 8.4 70 1383 false
382 CDeQKfbw Delta 0.9 31 4921 false
1292 eYkrv Gamma 5.5 65 8644 true
3770 jrzBav Lambda 7.4 229 5956 false
7615 TZejtw Beta 9.1 235 8319 true
6182 YpwRBAc Delta 0.4 107 9707 true
3714 WkbwR Alpha 6.0 209 2250 false
1206 ivYsSwGNMf Delta 1.8 44 641 true
288 PQicjY Alpha 6.7 184 9879 true
9950 YfQvAlG Epsilon 4.4 106 398 false
2776 SRN Delta 6.7 45 4062 true
3207 fOmQxrp Tau 3.7 70 6114 false
3434 QaKOpokkH Lambda 5.8 32 5758 false
6019 KTZO Delta 0.2 13 3117 false
958 zdQCDNk Lambda 8.6 83 816 true
7584 mZCFdLDV Tau 1.8 29 3619 true
4804 tnQHltjwbN Gamma 3.1 96 8867 true
745 UXYohCw Pi 0.2 124 9712 true
6721 IWCidcu Beta 1.7 167 6214 false
164 osbO Alpha 5.8 145 7510 false
4703 ewm Gamma 0.9 49 6489 true
1739 GHRiNWW Tau 1.9 144 8936 false
7795 nZesmlBV Alpha 4.4 70 8184 true
3241 fDPUO Alpha 6.1 77 836 true
8863 tsUNT Beta 5.3 118 8998 true
4799 UsGwNusjPs Beta 8.6 189 6352 false
5747 uzbU Beta 0.4 227 633 true
5757 sXGgYXYu Tau 7.9 126 8805 false
9091 LiMCESBUS Delta 3.6 69 2345 true
5672 hLLdPHOCOI Delta 5.2 250 271 true
7343 kbLRy Delta 1.1 123 353 true
8811 LcxjXfsC Delta 5.2 242 2032 false
7391 mgwguL Pi 7.2 176 101 false
8740 rplCmzZDD Alpha 6.6 165 538 true
1535 IyCMJxCaxn Pi 7.6 106 7606 true
9388 Vzfvc Beta 0.3 37 3218 true
3101 ChgIcZ Alpha 5.0 36 8155 false
